path,layer,extension,line_count,size_bytes,work_package
sqlserver/procedures/facts/Integration.usp_LoadFactCreditNote.sql,sqlserver-dw,sql,208,9695,WP06_dw_facts_aggregates
sqlserver/procedures/facts/Integration.usp_LoadFactDailyInventorySnapshot.sql,sqlserver-dw,sql,190,8964,WP06_dw_facts_aggregates
sqlserver/procedures/facts/Integration.usp_LoadFactDailySalesSnapshot.sql,sqlserver-dw,sql,199,8813,WP06_dw_facts_aggregates
sqlserver/procedures/facts/Integration.usp_LoadFactGlPosting.sql,sqlserver-dw,sql,263,11591,WP06_dw_facts_aggregates
sqlserver/procedures/facts/Integration.usp_LoadFactLoyaltyPoints.sql,sqlserver-dw,sql,233,10605,WP06_dw_facts_aggregates
sqlserver/procedures/facts/Integration.usp_LoadFactMovement.sql,sqlserver-dw,sql,314,12892,WP06_dw_facts_aggregates
sqlserver/procedures/facts/Integration.usp_LoadFactOrder.sql,sqlserver-dw,sql,261,11900,WP06_dw_facts_aggregates
sqlserver/procedures/facts/Integration.usp_LoadFactOrderFulfilment.sql,sqlserver-dw,sql,205,10060,WP06_dw_facts_aggregates
sqlserver/procedures/facts/Integration.usp_LoadFactPayment.sql,sqlserver-dw,sql,289,12653,WP06_dw_facts_aggregates
sqlserver/procedures/facts/Integration.usp_LoadFactPurchase.sql,sqlserver-dw,sql,302,13261,WP06_dw_facts_aggregates
sqlserver/procedures/facts/Integration.usp_LoadFactPurchaseReceipt.sql,sqlserver-dw,sql,240,10854,WP06_dw_facts_aggregates
sqlserver/procedures/facts/Integration.usp_LoadFactReturn.sql,sqlserver-dw,sql,247,11188,WP06_dw_facts_aggregates
sqlserver/procedures/facts/Integration.usp_LoadFactSale.sql,sqlserver-dw,sql,583,28613,WP06_dw_facts_aggregates
sqlserver/procedures/facts/Integration.usp_LoadFactShipment.sql,sqlserver-dw,sql,221,11303,WP06_dw_facts_aggregates
sqlserver/procedures/facts/Integration.usp_LoadFactStockHolding.sql,sqlserver-dw,sql,189,7439,WP06_dw_facts_aggregates
sqlserver/procedures/facts/Integration.usp_LoadFactSupplierPayment.sql,sqlserver-dw,sql,244,10806,WP06_dw_facts_aggregates
sqlserver/procedures/facts/Integration.usp_LoadFactWebSession.sql,sqlserver-dw,sql,244,11253,WP06_dw_facts_aggregates
sqlserver/procedures/facts/Integration.usp_PopulateDateDimensionRange.sql,sqlserver-dw,sql,170,7066,WP06_dw_facts_aggregates
sqlserver/procedures/facts/Integration.usp_PublishReportingLayer.sql,sqlserver-dw,sql,192,7719,WP06_dw_facts_aggregates
sqlserver/procedures/facts/Integration.usp_RebuildColumnstoreIndexes.sql,sqlserver-dw,sql,169,6732,WP06_dw_facts_aggregates
sqlserver/procedures/facts/Integration.usp_RefreshAggregateCustomer360.sql,sqlserver-dw,sql,327,15239,WP06_dw_facts_aggregates
sqlserver/procedures/facts/Integration.usp_RefreshAggregateDailySales.sql,sqlserver-dw,sql,189,8147,WP06_dw_facts_aggregates
sqlserver/procedures/facts/Integration.usp_RefreshAggregateDeliveryPerformance.sql,sqlserver-dw,sql,203,9780,WP06_dw_facts_aggregates
sqlserver/procedures/facts/Integration.usp_RefreshAggregateFinanceClose.sql,sqlserver-dw,sql,201,8434,WP06_dw_facts_aggregates
sqlserver/procedures/facts/Integration.usp_RefreshAggregateInventoryHealth.sql,sqlserver-dw,sql,175,8183,WP06_dw_facts_aggregates
sqlserver/procedures/facts/Integration.usp_RefreshAggregateMarginAnalysis.sql,sqlserver-dw,sql,209,10155,WP06_dw_facts_aggregates
sqlserver/procedures/facts/Integration.usp_RefreshAggregateMonthlySales.sql,sqlserver-dw,sql,217,9999,WP06_dw_facts_aggregates
sqlserver/procedures/facts/Integration.usp_RefreshAggregateProductPerformance.sql,sqlserver-dw,sql,242,11732,WP06_dw_facts_aggregates
sqlserver/procedures/facts/Integration.usp_RefreshAggregatePromotionEffectiveness.sql,sqlserver-dw,sql,213,9465,WP06_dw_facts_aggregates
sqlserver/procedures/facts/Integration.usp_RefreshAggregateRegionalSales.sql,sqlserver-dw,sql,324,15088,WP06_dw_facts_aggregates
sqlserver/procedures/facts/Integration.usp_RefreshAggregateSupplierPerformance.sql,sqlserver-dw,sql,254,12201,WP06_dw_facts_aggregates
sqlserver/procedures/facts/Integration.usp_RekeyLateArrivingDimensions.sql,sqlserver-dw,sql,259,10754,WP06_dw_facts_aggregates
sqlserver/reference/README.md,sqlserver-reference,md,103,6210,
sqlserver/reference/ref.usp_LoadCodeCrosswalk.sql,sqlserver-reference,sql,398,29230,
sqlserver/reference/ref.usp_LoadCountry.sql,sqlserver-reference,sql,253,12385,
sqlserver/reference/ref.usp_LoadCurrency.sql,sqlserver-reference,sql,182,8255,
sqlserver/reference/ref.usp_LoadFxRateDaily.sql,sqlserver-reference,sql,379,16741,
sqlserver/reference/ref.usp_LoadPostalFormatRule.sql,sqlserver-reference,sql,240,11667,
sqlserver/reference/ref.usp_LoadReasonCode.sql,sqlserver-reference,sql,191,9922,
sqlserver/reference/ref.usp_LoadRegion.sql,sqlserver-reference,sql,174,7701,
sqlserver/reference/ref.usp_LoadSourceKeyCrosswalk.sql,sqlserver-reference,sql,190,7006,
sqlserver/reference/ref.usp_LoadStatusCode.sql,sqlserver-reference,sql,193,10379,
sqlserver/reference/ref.usp_LoadTaxJurisdiction.sql,sqlserver-reference,sql,403,18829,
sqlserver/reference/ref.usp_LoadUnitOfMeasure.sql,sqlserver-reference,sql,180,7941,
sqlserver/reference/ref.usp_LoadUomConversion.sql,sqlserver-reference,sql,243,10369,
sqlserver/reference/ref.usp_ReportUnmappedCodes.sql,sqlserver-reference,sql,312,14927,
sqlserver/reference/ref.vw_UnmappedSourceCode.sql,sqlserver-reference,sql,73,2876,
sqlserver/security/00_server_principals.sql,sqlserver-security,sql,126,4856,WP11_agent_deployment_config
sqlserver/security/01_database_roles_staging.sql,sqlserver-security,sql,108,4675,WP11_agent_deployment_config
sqlserver/security/02_database_roles_warehouse.sql,sqlserver-security,sql,117,5129,WP11_agent_deployment_config
sqlserver/security/03_database_roles_oltp.sql,sqlserver-security,sql,77,3415,WP11_agent_deployment_config
sqlserver/security/04_msdb_and_ssisdb_permissions.sql,sqlserver-security,sql,82,3959,WP11_agent_deployment_config
sqlserver/security/05_oracle_link_principals.sql,sqlserver-security,sql,85,3592,WP11_agent_deployment_config
sqlserver/security/README.md,sqlserver-security,md,66,3252,WP11_agent_deployment_config
sqlserver/staging/functions/stg.ufn_CleanString.sql,sqlserver-staging,sql,63,2137,WP04_sqlserver_staging
sqlserver/staging/functions/stg.ufn_SafeDate.sql,sqlserver-staging,sql,81,2905,WP04_sqlserver_staging
sqlserver/staging/functions/stg.ufn_SafeDecimal.sql,sqlserver-staging,sql,93,2903,WP04_sqlserver_staging
sqlserver/staging/functions/stg.ufn_SourceSystemKey.sql,sqlserver-staging,sql,65,2326,WP04_sqlserver_staging
sqlserver/staging/functions/stg.ufn_StandardizePhone.sql,sqlserver-staging,sql,102,3754,WP04_sqlserver_staging
sqlserver/staging/functions/stg.ufn_StandardizePostalCode.sql,sqlserver-staging,sql,141,4282,WP04_sqlserver_staging
sqlserver/staging/procedures/err.usp_LogRejectedRows.sql,sqlserver-staging,sql,188,7268,WP04_sqlserver_staging
sqlserver/staging/procedures/err.usp_PurgeRejectedRows.sql,sqlserver-staging,sql,162,5979,WP04_sqlserver_staging
sqlserver/staging/procedures/stg.usp_AppendIncremental_OrderLine.sql,sqlserver-staging,sql,315,14537,WP04_sqlserver_staging
sqlserver/staging/procedures/stg.usp_AppendIncremental_Payment.sql,sqlserver-staging,sql,274,12749,WP04_sqlserver_staging
sqlserver/staging/procedures/stg.usp_AppendIncremental_SaleLine.sql,sqlserver-staging,sql,283,13325,WP04_sqlserver_staging
sqlserver/staging/procedures/stg.usp_AppendIncremental_Shipment.sql,sqlserver-staging,sql,439,19874,WP04_sqlserver_staging
sqlserver/staging/procedures/stg.usp_AppendIncremental_StockMovement.sql,sqlserver-staging,sql,191,8751,WP04_sqlserver_staging
sqlserver/staging/procedures/stg.usp_ConformCityForDimension.sql,sqlserver-staging,sql,251,11375,WP04_sqlserver_staging
sqlserver/staging/procedures/stg.usp_ConformCustomerCategoryForDimension.sql,sqlserver-staging,sql,161,6659,WP04_sqlserver_staging
sqlserver/staging/procedures/stg.usp_ConformCustomerSegmentForDimension.sql,sqlserver-staging,sql,347,15387,WP04_sqlserver_staging
sqlserver/staging/procedures/stg.usp_ConformCustomerTransactionForFact.sql,sqlserver-staging,sql,202,8203,WP04_sqlserver_staging
sqlserver/staging/procedures/stg.usp_ConformDailyInventorySnapshotForFact.sql,sqlserver-staging,sql,201,8420,WP04_sqlserver_staging
sqlserver/staging/procedures/stg.usp_ConformDailySalesSnapshotForFact.sql,sqlserver-staging,sql,232,9073,WP04_sqlserver_staging
sqlserver/staging/procedures/stg.usp_ConformGlPostingForFact.sql,sqlserver-staging,sql,168,6560,WP04_sqlserver_staging
sqlserver/staging/procedures/stg.usp_ConformLoyaltyPointsForFact.sql,sqlserver-staging,sql,232,9779,WP04_sqlserver_staging
sqlserver/staging/procedures/stg.usp_ConformMovementForFact.sql,sqlserver-staging,sql,169,6429,WP04_sqlserver_staging
sqlserver/staging/procedures/stg.usp_ConformOrderFulfilmentForFact.sql,sqlserver-staging,sql,258,10452,WP04_sqlserver_staging
sqlserver/staging/procedures/stg.usp_ConformProductCategoryForDimension.sql,sqlserver-staging,sql,173,7024,WP04_sqlserver_staging
sqlserver/staging/procedures/stg.usp_ConformPurchaseForFact.sql,sqlserver-staging,sql,260,11019,WP04_sqlserver_staging
sqlserver/staging/procedures/stg.usp_ConformPurchaseReceiptForFact.sql,sqlserver-staging,sql,175,7018,WP04_sqlserver_staging
sqlserver/staging/procedures/stg.usp_ConformStockHoldingForFact.sql,sqlserver-staging,sql,164,6272,WP04_sqlserver_staging
sqlserver/staging/procedures/stg.usp_ConformSupplierPaymentForFact.sql,sqlserver-staging,sql,144,5769,WP04_sqlserver_staging
sqlserver/staging/procedures/stg.usp_ConformSupplierTransactionForFact.sql,sqlserver-staging,sql,181,7552,WP04_sqlserver_staging
sqlserver/staging/procedures/stg.usp_ConformTransactionForFact.sql,sqlserver-staging,sql,168,6583,WP04_sqlserver_staging
sqlserver/staging/procedures/stg.usp_ConvertCurrencyAmounts.sql,sqlserver-staging,sql,251,11125,WP04_sqlserver_staging
sqlserver/staging/procedures/stg.usp_DeduplicateCustomer.sql,sqlserver-staging,sql,314,13787,WP04_sqlserver_staging
sqlserver/staging/procedures/stg.usp_DeduplicateOrderLine.sql,sqlserver-staging,sql,205,7932,WP04_sqlserver_staging
sqlserver/staging/procedures/stg.usp_DeduplicateSupplier.sql,sqlserver-staging,sql,191,8481,WP04_sqlserver_staging
sqlserver/staging/procedures/stg.usp_NormalizeAddress.sql,sqlserver-staging,sql,289,12410,WP04_sqlserver_staging
sqlserver/staging/procedures/stg.usp_NormalizeCustomer.sql,sqlserver-staging,sql,178,8068,WP04_sqlserver_staging
sqlserver/staging/procedures/stg.usp_NormalizeSupplier.sql,sqlserver-staging,sql,167,7216,WP04_sqlserver_staging
sqlserver/staging/procedures/stg.usp_TranslateSourceCodes.sql,sqlserver-staging,sql,206,9020,WP04_sqlserver_staging
sqlserver/staging/procedures/stg.usp_TruncateAndReload_Customer.sql,sqlserver-staging,sql,403,18857,WP04_sqlserver_staging
sqlserver/staging/procedures/stg.usp_TruncateAndReload_Geography.sql,sqlserver-staging,sql,219,9889,WP04_sqlserver_staging
sqlserver/staging/procedures/stg.usp_TruncateAndReload_Product.sql,sqlserver-staging,sql,270,12559,WP04_sqlserver_staging
sqlserver/staging/procedures/stg.usp_TruncateAndReload_Receipt.sql,sqlserver-staging,sql,214,9254,WP04_sqlserver_staging
sqlserver/staging/procedures/stg.usp_TruncateAndReload_Supplier.sql,sqlserver-staging,sql,336,16678,WP04_sqlserver_staging
sqlserver/staging/procedures/work.usp_BuildInventoryPositionDaily.sql,sqlserver-staging,sql,205,9565,WP04_sqlserver_staging
sqlserver/staging/procedures/work.usp_BuildProductCrosswalk.sql,sqlserver-staging,sql,291,13046,WP04_sqlserver_staging
sqlserver/staging/procedures/work.usp_MatchPaymentsToInvoices.sql,sqlserver-staging,sql,328,14010,WP04_sqlserver_staging
sqlserver/staging/procedures/work.usp_QueueLateArrivingDimensions.sql,sqlserver-staging,sql,244,11070,WP04_sqlserver_staging
sqlserver/staging/tables/10_raw_tables_oracle.sql,sqlserver-staging,sql,653,33173,WP04_sqlserver_staging
sqlserver/staging/tables/11_raw_tables_sqlserver.sql,sqlserver-staging,sql,400,19632,WP04_sqlserver_staging
sqlserver/staging/tables/12_raw_tables_file.sql,sqlserver-staging,sql,144,7316,WP04_sqlserver_staging
sqlserver/staging/tables/20_stg_tables_master.sql,sqlserver-staging,sql,433,23782,WP04_sqlserver_staging
sqlserver/staging/tables/21_stg_tables_finance.sql,sqlserver-staging,sql,470,25087,WP04_sqlserver_staging
sqlserver/staging/tables/22_stg_tables_sales.sql,sqlserver-staging,sql,482,25325,WP04_sqlserver_staging
sqlserver/staging/tables/23_stg_tables_dimension_sources.sql,sqlserver-staging,sql,206,12290,WP04_sqlserver_staging
sqlserver/staging/tables/24_stg_tables_fact_sources.sql,sqlserver-staging,sql,479,26682,WP04_sqlserver_staging
sqlserver/staging/tables/30_work_tables.sql,sqlserver-staging,sql,377,20289,WP04_sqlserver_staging
sqlserver/staging/tables/40_err_tables.sql,sqlserver-staging,sql,305,17151,WP04_sqlserver_staging
sqlserver/staging/tables/50_ref_tables.sql,sqlserver-staging,sql,272,13943,WP04_sqlserver_staging
sqlserver/staging/views/err.vw_RejectSummaryByBatch.sql,sqlserver-staging,sql,65,4068,WP04_sqlserver_staging
sqlserver/staging/views/err.vw_RejectTrend.sql,sqlserver-staging,sql,72,2636,WP04_sqlserver_staging
sqlserver/staging/views/stg.vw_CustomerReadyForDimension.sql,sqlserver-staging,sql,71,2742,WP04_sqlserver_staging
sqlserver/staging/views/stg.vw_OrderLineReadyForFact.sql,sqlserver-staging,sql,62,1750,WP04_sqlserver_staging
sqlserver/staging/views/stg.vw_PaymentReadyForFact.sql,sqlserver-staging,sql,72,2505,WP04_sqlserver_staging
sqlserver/staging/views/stg.vw_ProductReadyForDimension.sql,sqlserver-staging,sql,69,3206,WP04_sqlserver_staging
sqlserver/staging/views/stg.vw_PurchaseLineReadyForFact.sql,sqlserver-staging,sql,82,2663,WP04_sqlserver_staging
sqlserver/staging/views/stg.vw_SaleLineReadyForFact.sql,sqlserver-staging,sql,93,3497,WP04_sqlserver_staging
sqlserver/staging/views/stg.vw_ShipmentReadyForFact.sql,sqlserver-staging,sql,96,3825,WP04_sqlserver_staging
sqlserver/staging/views/stg.vw_SupplierReadyForDimension.sql,sqlserver-staging,sql,76,2683,WP04_sqlserver_staging
sqlserver/views/Report.00 Schema.sql,sqlserver-dw,sql,14,498,WP06_dw_facts_aggregates
sqlserver/views/Report.vw_ApAgingCurrent.sql,sqlserver-dw,sql,72,3735,WP06_dw_facts_aggregates
sqlserver/views/Report.vw_Customer360.sql,sqlserver-dw,sql,78,4608,WP06_dw_facts_aggregates
sqlserver/views/Report.vw_CustomerChurnRisk.sql,sqlserver-dw,sql,82,4766,WP06_dw_facts_aggregates
sqlserver/views/Report.vw_DailySalesTrend.sql,sqlserver-dw,sql,105,5747,WP06_dw_facts_aggregates
sqlserver/views/Report.vw_FinanceCloseStatus.sql,sqlserver-dw,sql,86,5025,WP06_dw_facts_aggregates
sqlserver/views/Report.vw_InventoryHealthCurrent.sql,sqlserver-dw,sql,78,4498,WP06_dw_facts_aggregates
sqlserver/views/Report.vw_LoyaltyProgramSummary.sql,sqlserver-dw,sql,105,5704,WP06_dw_facts_aggregates
sqlserver/views/Report.vw_MarginByProductCategory.sql,sqlserver-dw,sql,67,3893,WP06_dw_facts_aggregates
sqlserver/views/Report.vw_OrderToCashCycle.sql,sqlserver-dw,sql,89,5251,WP06_dw_facts_aggregates
sqlserver/views/Report.vw_PromotionRoi.sql,sqlserver-dw,sql,81,4857,WP06_dw_facts_aggregates
sqlserver/views/Report.vw_ReturnsRateByCategory.sql,sqlserver-dw,sql,107,6226,WP06_dw_facts_aggregates
sqlserver/views/Report.vw_SalesByCustomerMonth.sql,sqlserver-dw,sql,73,4555,WP06_dw_facts_aggregates
sqlserver/views/Report.vw_SalesByProductMonth.sql,sqlserver-dw,sql,71,4335,WP06_dw_facts_aggregates
sqlserver/views/Report.vw_SalesByTerritoryMonth.sql,sqlserver-dw,sql,64,3920,WP06_dw_facts_aggregates
sqlserver/views/Report.vw_SupplierOnTimeDelivery.sql,sqlserver-dw,sql,76,4194,WP06_dw_facts_aggregates
sqlserver/views/Report.vw_SupplierSpendYtd.sql,sqlserver-dw,sql,107,5749,WP06_dw_facts_aggregates
sqlserver/warehouse/aggregates/Aggregate.00 Schema.sql,sqlserver-dw,sql,24,914,WP06_dw_facts_aggregates
sqlserver/warehouse/aggregates/Aggregate.Customer Summaries.sql,sqlserver-dw,sql,101,5358,WP06_dw_facts_aggregates
sqlserver/warehouse/aggregates/Aggregate.Daily Summaries.sql,sqlserver-dw,sql,94,4985,WP06_dw_facts_aggregates
sqlserver/warehouse/aggregates/Aggregate.Delivery Performance Summary.sql,sqlserver-dw,sql,63,3442,WP06_dw_facts_aggregates
sqlserver/warehouse/aggregates/Aggregate.Finance Close Summary.sql,sqlserver-dw,sql,62,3414,WP06_dw_facts_aggregates
sqlserver/warehouse/aggregates/Aggregate.Monthly Summaries.sql,sqlserver-dw,sql,100,5497,WP06_dw_facts_aggregates
sqlserver/warehouse/aggregates/Aggregate.Product Performance.sql,sqlserver-dw,sql,60,3260,WP06_dw_facts_aggregates
sqlserver/warehouse/aggregates/Aggregate.Promotion Effectiveness.sql,sqlserver-dw,sql,58,3183,WP06_dw_facts_aggregates
sqlserver/warehouse/aggregates/Aggregate.Regional Sales Performance.sql,sqlserver-dw,sql,66,3637,WP06_dw_facts_aggregates
sqlserver/warehouse/aggregates/Aggregate.Supplier Performance.sql,sqlserver-dw,sql,70,3831,WP06_dw_facts_aggregates
sqlserver/warehouse/dimensions/00_dimension_schemas_and_sequences.sql,sqlserver-dw,sql,105,4129,WP05_dw_dimensions
sqlserver/warehouse/dimensions/01_dimension_key_registry.sql,sqlserver-dw,sql,170,11694,WP05_dw_dimensions
sqlserver/warehouse/dimensions/90_unknown_members.sql,sqlserver-dw,sql,294,15829,WP05_dw_dimensions
sqlserver/warehouse/dimensions/91_date_role_playing_views.sql,sqlserver-dw,sql,197,9907,WP05_dw_dimensions
sqlserver/warehouse/dimensions/Dimension.Buying Group.sql,sqlserver-dw,sql,78,4286,WP05_dw_dimensions
sqlserver/warehouse/dimensions/Dimension.Carrier.sql,sqlserver-dw,sql,71,4067,WP05_dw_dimensions
sqlserver/warehouse/dimensions/Dimension.City.sql,sqlserver-dw,sql,123,6627,WP05_dw_dimensions
sqlserver/warehouse/dimensions/Dimension.Cost Center.sql,sqlserver-dw,sql,85,4760,WP05_dw_dimensions
sqlserver/warehouse/dimensions/Dimension.Country.sql,sqlserver-dw,sql,62,3424,WP05_dw_dimensions
sqlserver/warehouse/dimensions/Dimension.Currency.sql,sqlserver-dw,sql,58,3537,WP05_dw_dimensions
sqlserver/warehouse/dimensions/Dimension.Customer Buying Group Bridge.sql,sqlserver-dw,sql,69,4016,WP05_dw_dimensions
sqlserver/warehouse/dimensions/Dimension.Customer Category.sql,sqlserver-dw,sql,64,3461,WP05_dw_dimensions
sqlserver/warehouse/dimensions/Dimension.Customer Demographic.sql,sqlserver-dw,sql,59,3695,WP05_dw_dimensions
sqlserver/warehouse/dimensions/Dimension.Customer Segment.sql,sqlserver-dw,sql,72,4086,WP05_dw_dimensions
sqlserver/warehouse/dimensions/Dimension.Customer.sql,sqlserver-dw,sql,198,10715,WP05_dw_dimensions
sqlserver/warehouse/dimensions/Dimension.Date.sql,sqlserver-dw,sql,141,7864,WP05_dw_dimensions
sqlserver/warehouse/dimensions/Dimension.Employee Territory Bridge.sql,sqlserver-dw,sql,70,4223,WP05_dw_dimensions
sqlserver/warehouse/dimensions/Dimension.Employee.sql,sqlserver-dw,sql,138,7135,WP05_dw_dimensions
sqlserver/warehouse/dimensions/Dimension.Fiscal Calendar.sql,sqlserver-dw,sql,68,3778,WP05_dw_dimensions
sqlserver/warehouse/dimensions/Dimension.GL Account.sql,sqlserver-dw,sql,74,4134,WP05_dw_dimensions
sqlserver/warehouse/dimensions/Dimension.Geography.sql,sqlserver-dw,sql,75,4524,WP05_dw_dimensions
sqlserver/warehouse/dimensions/Dimension.Loyalty Tier.sql,sqlserver-dw,sql,74,4238,WP05_dw_dimensions
sqlserver/warehouse/dimensions/Dimension.Order Status Junk.sql,sqlserver-dw,sql,56,3428,WP05_dw_dimensions
sqlserver/warehouse/dimensions/Dimension.Payment Method.sql,sqlserver-dw,sql,58,3294,WP05_dw_dimensions
sqlserver/warehouse/dimensions/Dimension.Payment Terms.sql,sqlserver-dw,sql,64,3637,WP05_dw_dimensions
sqlserver/warehouse/dimensions/Dimension.Product Category.sql,sqlserver-dw,sql,65,3581,WP05_dw_dimensions
sqlserver/warehouse/dimensions/Dimension.Product Hierarchy.sql,sqlserver-dw,sql,90,5103,WP05_dw_dimensions
sqlserver/warehouse/dimensions/Dimension.Promotion.sql,sqlserver-dw,sql,93,5283,WP05_dw_dimensions
sqlserver/warehouse/dimensions/Dimension.Region.sql,sqlserver-dw,sql,103,7226,WP05_dw_dimensions
sqlserver/warehouse/dimensions/Dimension.Return Reason.sql,sqlserver-dw,sql,64,3807,WP05_dw_dimensions
sqlserver/warehouse/dimensions/Dimension.Sales Channel.sql,sqlserver-dw,sql,57,3390,WP05_dw_dimensions
sqlserver/warehouse/dimensions/Dimension.Sales Territory.sql,sqlserver-dw,sql,62,3496,WP05_dw_dimensions
sqlserver/warehouse/dimensions/Dimension.Salesperson.sql,sqlserver-dw,sql,91,5090,WP05_dw_dimensions
sqlserver/warehouse/dimensions/Dimension.Stock Item.sql,sqlserver-dw,sql,145,7883,WP05_dw_dimensions
sqlserver/warehouse/dimensions/Dimension.Supplier Category.sql,sqlserver-dw,sql,58,3054,WP05_dw_dimensions
sqlserver/warehouse/dimensions/Dimension.Supplier.sql,sqlserver-dw,sql,145,7828,WP05_dw_dimensions
sqlserver/warehouse/dimensions/Dimension.Tax Jurisdiction.sql,sqlserver-dw,sql,78,4548,WP05_dw_dimensions
sqlserver/warehouse/dimensions/Dimension.Time.sql,sqlserver-dw,sql,55,3106,WP05_dw_dimensions
sqlserver/warehouse/dimensions/Dimension.Transaction Type.sql,sqlserver-dw,sql,59,3396,WP05_dw_dimensions
sqlserver/warehouse/dimensions/Dimension.Vendor Contract.sql,sqlserver-dw,sql,93,5371,WP05_dw_dimensions
sqlserver/warehouse/dimensions/Dimension.Warehouse Site.sql,sqlserver-dw,sql,69,3927,WP05_dw_dimensions
sqlserver/warehouse/facts/Fact.Credit Note.sql,sqlserver-dw,sql,88,4680,WP06_dw_facts_aggregates
sqlserver/warehouse/facts/Fact.Customer Transaction.sql,sqlserver-dw,sql,85,4762,WP06_dw_facts_aggregates
sqlserver/warehouse/facts/Fact.Daily Snapshots.sql,sqlserver-dw,sql,260,14056,WP06_dw_facts_aggregates
sqlserver/warehouse/facts/Fact.Fact Load Hold.sql,sqlserver-dw,sql,61,3398,WP06_dw_facts_aggregates
sqlserver/warehouse/facts/Fact.GL Posting.sql,sqlserver-dw,sql,95,5175,WP06_dw_facts_aggregates
sqlserver/warehouse/facts/Fact.Loyalty Points.sql,sqlserver-dw,sql,88,4850,WP06_dw_facts_aggregates
sqlserver/warehouse/facts/Fact.Monthly Snapshots.sql,sqlserver-dw,sql,294,16172,WP06_dw_facts_aggregates
sqlserver/warehouse/facts/Fact.Movement.Extensions.sql,sqlserver-dw,sql,96,4430,WP06_dw_facts_aggregates
sqlserver/warehouse/facts/Fact.Order Fulfilment.sql,sqlserver-dw,sql,103,5764,WP06_dw_facts_aggregates
sqlserver/warehouse/facts/Fact.Order.Extensions.sql,sqlserver-dw,sql,120,5281,WP06_dw_facts_aggregates
sqlserver/warehouse/facts/Fact.Payment.sql,sqlserver-dw,sql,100,5476,WP06_dw_facts_aggregates
sqlserver/warehouse/facts/Fact.Procure To Pay.sql,sqlserver-dw,sql,93,5301,WP06_dw_facts_aggregates
sqlserver/warehouse/facts/Fact.Promotion Eligibility.sql,sqlserver-dw,sql,72,4263,WP06_dw_facts_aggregates
sqlserver/warehouse/facts/Fact.Purchase Receipt.sql,sqlserver-dw,sql,97,5303,WP06_dw_facts_aggregates
sqlserver/warehouse/facts/Fact.Purchase.Extensions.sql,sqlserver-dw,sql,124,5653,WP06_dw_facts_aggregates
sqlserver/warehouse/facts/Fact.Return.sql,sqlserver-dw,sql,92,4993,WP06_dw_facts_aggregates
sqlserver/warehouse/facts/Fact.Sale.Extensions.sql,sqlserver-dw,sql,193,8647,WP06_dw_facts_aggregates
sqlserver/warehouse/facts/Fact.Sales Margin.sql,sqlserver-dw,sql,98,5381,WP06_dw_facts_aggregates
sqlserver/warehouse/facts/Fact.Salesperson Territory Coverage.sql,sqlserver-dw,sql,63,3896,WP06_dw_facts_aggregates
sqlserver/warehouse/facts/Fact.Shipment.sql,sqlserver-dw,sql,105,5927,WP06_dw_facts_aggregates
sqlserver/warehouse/facts/Fact.Stock Holding.Extensions.sql,sqlserver-dw,sql,87,4256,WP06_dw_facts_aggregates
sqlserver/warehouse/facts/Fact.Supplier Ledger.sql,sqlserver-dw,sql,181,9948,WP06_dw_facts_aggregates
sqlserver/warehouse/facts/Fact.Transaction.Extensions.sql,sqlserver-dw,sql,101,4695,WP06_dw_facts_aggregates
sqlserver/warehouse/facts/Fact.Web Session.sql,sqlserver-dw,sql,91,4920,WP06_dw_facts_aggregates
ssis/00_orchestration/Master_Customer_Sync.dtsx,ssis,dtsx,2018,102231,WP10_ssis_domain_orchestration
ssis/00_orchestration/Master_Daily_ETL.dtsx,ssis,dtsx,8211,415908,WP10_ssis_domain_orchestration
ssis/00_orchestration/Master_File_Ingestion.dtsx,ssis,dtsx,1448,71754,WP10_ssis_domain_orchestration
ssis/00_orchestration/Master_Finance_Close.dtsx,ssis,dtsx,1444,71748,WP10_ssis_domain_orchestration
ssis/00_orchestration/Master_Hourly_Incremental.dtsx,ssis,dtsx,1826,89890,WP10_ssis_domain_orchestration
ssis/00_orchestration/Master_Intraday_Inventory.dtsx,ssis,dtsx,1623,81177,WP10_ssis_domain_orchestration
ssis/00_orchestration/Master_Month_End.dtsx,ssis,dtsx,1780,90163,WP10_ssis_domain_orchestration
ssis/00_orchestration/Master_Weekly_Maintenance.dtsx,ssis,dtsx,1288,63195,WP10_ssis_domain_orchestration
ssis/00_orchestration/Master_Weekly_Reference_Load.dtsx,ssis,dtsx,1522,75866,WP10_ssis_domain_orchestration
ssis/00_orchestration/Project.params,ssis,params,250,14335,WP10_ssis_domain_orchestration
ssis/00_orchestration/WWI_Archive_Files.conmgr,ssis,conmgr,11,433,WP10_ssis_domain_orchestration
ssis/00_orchestration/WWI_DW_Destination_DB.conmgr,ssis,conmgr,11,575,WP10_ssis_domain_orchestration
ssis/00_orchestration/WWI_Inbound_Files.conmgr,ssis,conmgr,11,423,WP10_ssis_domain_orchestration
ssis/00_orchestration/WWI_Oracle_ERP.conmgr,ssis,conmgr,11,570,WP10_ssis_domain_orchestration
ssis/00_orchestration/WWI_Orchestration.dtproj,ssis,dtproj,84,2409,WP10_ssis_domain_orchestration
ssis/00_orchestration/WWI_Reject_Files.conmgr,ssis,conmgr,11,419,WP10_ssis_domain_orchestration
